,edit_history_tweet_ids,id,text
0,1599431324385021953,1599431324385021953,"Nel giorno di #SantaBarbara, patrona di @vigilidelfuoco, @ItalianNavy, Artiglieri e Genieri dell’@Esercito, omaggiamo gli eroi che mettono a repentaglio la loro vita per il bene comune operando in ogni scenario di soccorso ed emergenza, come nel tragico attuale scenario di Ischia"
