,edit_history_tweet_ids,id,text
19,['1600916376633298944'],1600916376633298944,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 87
20,['1600916361227948032'],1600916361227948032,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 86
21,['1600916345788706817'],1600916345788706817,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 85
22,['1600916329284120576'],1600916329284120576,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 84
23,['1600916314998329345'],1600916314998329345,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 83
24,['1600916298174631936'],1600916298174631936,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 82
25,['1600916284597993477'],1600916284597993477,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 81
26,['1600916270991683584'],1600916270991683584,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 80
27,['1600916247830724608'],1600916247830724608,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 79
28,['1600916233624305664'],1600916233624305664,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 78
29,['1600916219582119938'],1600916219582119938,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 77
30,['1600916206403584002'],1600916206403584002,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 76
31,['1600916191526420480'],1600916191526420480,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 75
32,['1600916176179118085'],1600916176179118085,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 74
33,['1600916161453264897'],1600916161453264897,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 73
34,['1600916147410329603'],1600916147410329603,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 72
35,['1600916132298252289'],1600916132298252289,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 71
36,['1600916118238994433'],1600916118238994433,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 70
37,['1600916100707127296'],1600916100707127296,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 69
38,['1600916084986552320'],1600916084986552320,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 68
39,['1600916071044845590'],1600916071044845590,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 67
40,['1600916056302051328'],1600916056302051328,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 66
41,['1600916040258818049'],1600916040258818049,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 65
42,['1600916026233090049'],1600916026233090049,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 64
43,['1600916011670073344'],1600916011670073344,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 63
44,['1600915995912044545'],1600915995912044545,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 62
45,['1600915973925523459'],1600915973925523459,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 61
46,['1600915958981615616'],1600915958981615616,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 60
47,['1600915944955863040'],1600915944955863040,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 58
48,['1600915930178981888'],1600915930178981888,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 59
49,['1600915906544242690'],1600915906544242690,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 57
50,['1600915892925530112'],1600915892925530112,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 56
51,['1600915880057049088'],1600915880057049088,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 55
52,['1600915867646439425'],1600915867646439425,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 54
53,['1600915854538858498'],1600915854538858498,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 53
54,['1600915841318793217'],1600915841318793217,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 52
55,['1600915827414409216'],1600915827414409216,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 51
56,['1600915814823202827'],1600915814823202827,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 50
57,['1600915801141219328'],1600915801141219328,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 49
58,['1600915785735581696'],1600915785735581696,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 48
59,['1600915771424530432'],1600915771424530432,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 47
60,['1600915757122359296'],1600915757122359296,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 46
61,['1600915743641436160'],1600915743641436160,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 45
62,['1600915726910590995'],1600915726910590995,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 44
63,['1600915714361397248'],1600915714361397248,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 43
64,['1600915701442793472'],1600915701442793472,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 42
65,['1600915687576199169'],1600915687576199169,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 41
66,['1600915673395466266'],1600915673395466266,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 40
67,['1600915659382083584'],1600915659382083584,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 39
68,['1600915645121662991'],1600915645121662991,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 38
69,['1600915631318372352'],1600915631318372352,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 37
70,['1600915617607221250'],1600915617607221250,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 36
71,['1600915603702677504'],1600915603702677504,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 35
72,['1600915590297837568'],1600915590297837568,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 34
73,['1600915577077653504'],1600915577077653504,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 33
74,['1600915563739582471'],1600915563739582471,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 32
75,['1600915503203356672'],1600915503203356672,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 31
76,['1600915481497866240'],1600915481497866240,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 30
77,['1600915457917128704'],1600915457917128704,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 29
78,['1600915439013756928'],1600915439013756928,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 28
79,['1600915425684230145'],1600915425684230145,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 27
80,['1600915411200929792'],1600915411200929792,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 26
81,['1600915398106705920'],1600915398106705920,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 25
82,['1600915384294510592'],1600915384294510592,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 24
83,['1600915371833593857'],1600915371833593857,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 23
84,['1600915359238066176'],1600915359238066176,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 22
85,['1600915344763547648'],1600915344763547648,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 21
86,['1600915331610021903'],1600915331610021903,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 20
87,['1600915318083563520'],1600915318083563520,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 19
88,['1600915302258122753'],1600915302258122753,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 18
89,['1600915288366555136'],1600915288366555136,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 17
90,['1600915272902512640'],1600915272902512640,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 16
91,['1600915259337822208'],1600915259337822208,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 15
92,['1600915245555675137'],1600915245555675137,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 14
93,['1600915232834342912'],1600915232834342912,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 13
94,['1600915220423413760'],1600915220423413760,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 12
95,['1600915205080612864'],1600915205080612864,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 11
96,['1600915188772999169'],1600915188772999169,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 10
97,['1600915172872232961'],1600915172872232961,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 9
98,['1600915154895454209'],1600915154895454209,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 8
99,['1600915141348175872'],1600915141348175872,@GiorgiaMeloni @KingAbdullahII @Palazzo_Chigi @RHCJO FEUR 7
